id,years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
131382373,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
131382380,four,nursing,medium,medium,C,high,low,B,high,medium,C,high,medium,C,low,low,E,ok
131382381,three,management,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382385,three,management,high,low,C,high,medium,C,high,low,C,high,low,C,low,low,E,ok
131382386,four,nursing,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382388,three,management,medium,medium,C,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131382393,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131382394,four,nursing,high,high,A,high,high,A,high,high,B,high,medium,C,low,low,E,ok
131382399,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382400,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382407,three,informatics,high,low,C,high,medium,B,high,medium,B,high,medium,C,low,low,E,ok
131382411,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382419,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382420,three,management,high,low,E,high,medium,C,high,low,C,high,medium,C,low,low,E,fail
131382422,three,management,high,high,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
131382424,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,B,low,low,E,ok
131382430,three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131382434,four,nursing,high,medium,B,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131382438,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131382454,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382457,three,biology,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131382459,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382460,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131382464,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382466,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382471,three,informatics,high,medium,B,high,high,C,high,high,C,high,medium,C,low,low,E,ok
131382473,three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131382481,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382483,four,nursing,medium,medium,A,high,high,B,medium,medium,B,low,low,E,low,low,E,ok
131382486,three,management,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
131382487,three,biology,medium,medium,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382492,three,biology,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131382496,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131382505,three,biology,high,high,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
131382509,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382510,three,biology,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131382512,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382514,four,nursing,high,high,A,high,high,B,high,high,C,high,high,B,low,low,E,ok
131382518,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382521,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382525,three,informatics,medium,medium,C,high,high,B,high,medium,C,high,low,C,low,low,E,ok
131382527,three,management,high,low,C,high,medium,C,high,medium,C,medium,low,C,low,low,E,ok
131382528,three,management,high,low,C,high,medium,C,high,low,C,high,low,C,low,low,E,ok
131382536,three,biology,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,fail
131382540,three,management,medium,medium,B,high,high,C,high,medium,C,high,low,C,low,low,E,ok
131382547,three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131382557,three,biology,medium,low,C,high,low,B,low,low,E,low,low,E,low,low,E,fail
131382571,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382593,three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382595,three,biology,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131382608,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382619,three,informatics,high,low,C,high,low,C,high,low,B,low,low,E,low,low,E,fail
131382621,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382625,three,management,high,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131382629,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,B,low,low,E,ok
131382631,four,nursing,high,medium,B,high,high,B,high,medium,B,high,medium,C,low,low,E,ok
131382635,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382638,three,informatics,high,low,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131382643,three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131382644,four,nursing,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382649,three,biology,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131382654,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382656,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382658,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382667,three,management,high,low,A,high,medium,C,high,low,C,high,low,C,low,low,E,ok
131382670,three,informatics,medium,medium,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131382672,three,biology,medium,medium,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131382673,four,nursing,high,medium,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382677,three,management,high,high,C,high,medium,C,medium,medium,C,low,low,E,low,low,E,ok
131382685,three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131382705,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131382708,three,management,high,low,C,high,low,C,high,medium,C,high,medium,C,low,low,E,ok
131382712,three,informatics,high,low,B,high,medium,C,high,medium,C,low,low,E,low,low,E,fail
131382717,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382719,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382722,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131382726,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382728,three,management,high,low,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131382729,four,nursing,high,high,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382736,three,management,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
131382741,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382747,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382751,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382752,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382758,three,management,high,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
131382766,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382767,three,informatics,high,medium,C,high,medium,B,high,medium,B,high,medium,C,low,low,E,ok
131382768,three,informatics,high,medium,C,high,medium,C,high,medium,B,high,low,C,low,low,E,ok
131382770,three,management,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131382773,three,informatics,high,medium,B,high,medium,B,high,medium,B,high,low,C,low,low,E,ok
131382781,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131382783,three,management,high,high,B,high,high,C,high,medium,C,high,low,C,low,low,E,ok
131382784,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382789,three,management,medium,low,E,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131382801,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382809,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382812,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382813,three,management,high,high,C,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131382821,three,management,high,high,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131382826,three,informatics,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382828,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131382829,three,management,high,low,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131382833,three,management,medium,medium,B,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131382840,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131382842,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131382846,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382854,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382857,three,management,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131382859,three,biology,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382879,four,nursing,high,high,B,high,medium,B,high,high,B,medium,medium,C,low,low,E,ok
131382883,four,nursing,high,high,B,high,high,B,high,high,B,medium,medium,B,low,low,E,ok
131382886,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382888,three,management,high,high,A,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131382890,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131382894,three,biology,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131382896,four,nursing,high,high,A,high,high,A,high,high,A,high,high,B,low,low,E,ok
131382897,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
131382898,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382899,three,informatics,high,low,E,low,low,E,high,low,B,low,low,E,low,low,E,fail
131382900,three,management,high,medium,B,high,high,C,high,medium,C,high,high,C,low,low,E,ok
131382902,three,biology,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131382908,three,management,high,high,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
131382910,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131382918,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131382929,three,management,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131383287,three,informatics,high,low,C,high,medium,C,medium,low,C,medium,low,C,low,low,C,ok
131383288,four,nursing,low,low,E,low,low,C,medium,low,B,medium,low,C,medium,low,C,fail
131383306,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383315,three,biology,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131383335,three,informatics,high,low,E,high,low,B,high,low,C,low,low,E,low,low,E,fail
131383351,three,biology,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383358,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131383362,four,nursing,high,low,E,high,low,E,high,low,C,low,low,E,low,low,E,fail
131383366,three,biology,low,low,C,high,medium,C,high,high,C,high,low,C,low,low,E,ok
131383367,three,informatics,medium,low,E,medium,low,A,high,low,E,low,low,E,low,low,E,fail
131383368,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383381,three,biology,high,high,B,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131383388,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131383398,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131383407,three,informatics,high,low,C,high,low,C,high,medium,B,high,medium,B,low,low,E,fail
131383415,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131383428,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131383430,four,nursing,high,high,B,high,medium,B,high,medium,C,high,low,C,high,medium,C,ok
131383432,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131383434,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383437,three,informatics,medium,low,C,high,low,C,medium,medium,C,high,medium,C,high,medium,C,ok
131383439,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383444,three,informatics,high,low,C,high,medium,C,high,medium,C,high,low,C,low,low,E,fail
131383455,three,biology,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131383456,three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131383457,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131383458,four,nursing,low,low,B,high,medium,B,high,high,B,high,high,B,high,high,C,ok
131383459,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131383470,three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131383471,three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131383478,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383481,three,informatics,high,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383482,three,informatics,high,low,E,low,low,E,high,low,E,high,low,C,high,low,C,fail
131383491,three,informatics,high,low,C,high,low,C,high,medium,C,high,low,B,high,low,C,ok
131383494,three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131383496,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131383498,three,informatics,high,medium,C,high,medium,C,high,low,C,high,low,C,low,low,E,fail
131383499,three,management,medium,low,E,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,fail
131383500,three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131383501,three,informatics,medium,low,C,high,low,C,high,medium,C,high,medium,C,high,low,C,ok
131383512,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
131383518,three,informatics,high,low,C,low,low,E,high,low,C,medium,low,E,high,low,C,ok
131383522,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
131383525,three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
131383530,three,informatics,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383533,three,biology,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131383541,three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131383544,three,management,medium,low,E,low,low,E,medium,low,C,high,medium,C,medium,low,C,fail
131383547,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131383549,three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131383553,three,management,high,high,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131383554,four,nursing,high,high,B,high,medium,B,high,medium,B,high,medium,C,low,low,E,ok
131383556,three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131383559,four,nursing,high,high,B,high,high,B,high,medium,C,high,high,C,low,low,E,ok
131383569,four,nursing,medium,medium,B,medium,medium,B,medium,medium,B,high,medium,C,high,medium,C,ok
131383572,three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131383584,three,management,high,medium,C,high,low,C,high,high,C,high,medium,C,low,low,E,ok
131383608,three,biology,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131383609,four,nursing,medium,medium,A,low,low,B,high,medium,B,high,high,B,high,high,C,ok
131383620,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383622,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131383623,three,management,high,low,C,high,medium,C,high,low,C,high,low,C,low,low,E,fail
131383624,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
131383636,three,management,high,high,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
131383639,four,nursing,medium,low,B,medium,low,C,low,low,E,low,low,E,low,low,E,fail
131383644,four,nursing,medium,medium,A,medium,medium,B,high,low,B,high,medium,C,high,high,C,ok
131383647,four,nursing,high,high,B,medium,medium,B,medium,medium,B,medium,medium,C,low,low,E,ok
131383665,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,B,low,low,E,ok
131383669,three,management,high,high,C,high,high,B,high,high,B,low,low,E,low,low,E,ok
131383672,three,informatics,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131383677,three,informatics,high,low,C,high,low,C,high,medium,C,high,low,C,high,low,E,ok
131383681,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131383684,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
